Table Name,State Code,Distt. Code,Area Name,Total/ Rural/ Urban,Age-group,Total population - Persons,Total population - Males,Total population - Females,Population attending educational institution - Persons,Population attending educational institution - Males,Population attending educational institution - Females,Illiterates - Persons,Illiterates - Males,Illiterates - Females,Literates - Persons,Literates - Males,Literates - Females,Educational level - Literate without education level - Persons,Educational level - Literate without education level - Males,Educational level - Literate without education level - Females,Educational level - Below Primary - Persons,Educational level - Below Primary - Males,Educational level - Below Primary - Females,Educational level - Primary - Persons,Educational level - Primary - Males,Educational level - Primary - Females,Educational level - Middle - Persons,Educational level - Middle - Males,Educational level - Middle - Females,Educational level - Matric/Secondary - Persons,Educational level - Matric/Secondary - Males,Educational level - Matric/Secondary - Females,Educational level - Higher Secondary/Intermediate Pre-University/Senior secondary - Persons,Educational level - Higher Secondary/Intermediate Pre-University/Senior secondary - Males,Educational level - Higher Secondary/Intermediate Pre-University/Senior secondary - Females,Educational level - Non-technical diploma or certificate not equal to degree - Persons,Educational level - Non-technical diploma or certificate not equal to degree - Males,Educational level - Non-technical diploma or certificate not equal to degree - Females,Educational level - Technical diploma or certificate not equal to degree - Persons,Educational level - Technical diploma or certificate not equal to degree - Males,Educational level - Technical diploma or certificate not equal to degree - Females,Educational level - Graduate & above - Persons,Educational level - Graduate & above - Males,Educational level - Graduate & above - Females
C3311,15,000,State - MIZORAM,Urban,Age not stated,353,225,128,11,9,2,2,1,1,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,5,1
C3311,16,000,State - TRIPURA,Total,All ages,3673917,1874376,1799541,976508,504402,472106,92769,46660,46109,883739,457742,425997,53891,21532,32359,286669,146397,140272,232053,119998,112055,162597,84698,77899,65830,36285,29545,58685,34915,23770,141,93,48,1823,1223,600,16463,10082,6381
C3311,16,000,State - TRIPURA,Total,0-4,322566,164505,158061,20880,10770,10110,20880,10770,10110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Total,5,69220,35258,33962,19276,9811,9465,19276,9811,9465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Total,6,66228,34245,31983,34184,17774,16410,34184,17774,16410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Total,7,66430,33918,32512,57622,29482,28140,4364,2235,2129,53258,27247,26011,455,239,216,52577,26889,25688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Total,8,68449,34968,33481,63890,32695,31195,1457,723,734,62433,31972,30461,351,191,160,61998,31726,30272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Total,9,67408,34152,33256,63817,32393,31424,850,417,433,62967,31976,30991,294,143,151,59233,30136,29097,3370,1660,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Total,10,74446,38244,36202,69583,35852,33731,704,356,348,68879,35496,33383,347,200,147,53039,27472,25567,15429,7790,7639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Total,11,70154,35830,34324,66210,33927,32283,466,242,224,65744,33685,32059,360,183,177,24859,12965,11894,40451,20490,19961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Total,12,74234,38045,36189,69015,35536,33479,400,195,205,68615,35341,33274,334,157,177,11013,5844,5169,54319,27852,26467,2864,1446,1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Total,13,69374,35375,33999,63989,32727,31262,307,161,146,63682,32566,31116,346,171,175,4929,2578,2351,47532,24405,23127,10803,5370,5433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Total,14,69482,35507,33975,61559,31609,29950,306,158,148,61253,31451,29802,390,179,211,2753,1471,1282,28946,15115,13831,29109,14663,14446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Total,15,71020,36298,34722,58222,29964,28258,268,134,134,57954,29830,28124,403,181,222,1786,954,832,15540,8421,7119,35034,17707,17327,5125,2532,2593,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Total,16,71534,36901,34633,54138,28149,25989,245,127,118,53893,28022,25871,470,192,278,1224,658,566,8939,4826,4113,30490,15798,14692,12704,6515,6189,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Total,17,67462,35616,31846,44279,24015,20264,220,109,111,44059,23906,20153,423,174,249,893,484,409,4940,2748,2192,19318,10380,8938,18423,10087,8336,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Total,18,77535,38564,38971,38758,21505,17253,236,102,134,38522,21403,17119,556,218,338,949,491,458,3370,1841,1529,13165,7287,5878,10448,5906,4542,9817,5528,4289,12,7,5,131,86,45,0,0,0
C3311,16,000,State - TRIPURA,Total,19,70278,33757,36521,30606,17022,13584,189,82,107,30417,16940,13477,536,190,346,858,437,421,2209,1146,1063,7938,4364,3574,6789,3910,2879,11776,6711,5065,20,9,11,227,139,88,0,0,0
C3311,16,000,State - TRIPURA,Total,20-24,373177,183779,189398,83722,47705,36017,839,349,490,82883,47356,35527,3378,1115,2263,3423,1684,1739,6375,3404,2971,13476,7477,5999,12235,7269,4966,33823,20557,13266,77,55,22,1047,694,353,8664,4939,3725
C3311,16,000,State - TRIPURA,Total,25-29,344149,175059,169090,12494,6202,6292,787,295,492,11707,5907,5800,4451,1568,2883,494,175,319,88,38,50,84,40,44,23,15,8,2374,1505,869,10,4,6,201,143,58,3639,2275,1364
C3311,16,000,State - TRIPURA,Total,30-34,286989,149231,137758,7915,3370,4545,705,279,426,7210,3091,4119,4374,1513,2861,566,189,377,71,38,33,70,35,35,15,9,6,438,309,129,8,7,1,67,51,16,1238,817,421
C3311,16,000,State - TRIPURA,Total,35-59,1002622,522337,480285,41751,17101,24650,4231,1627,2604,37520,15474,22046,27156,10539,16617,4280,1533,2747,330,149,181,191,100,91,60,38,22,350,240,110,9,8,1,119,87,32,2548,1760,788
C3311,16,000,State - TRIPURA,Total,60+,289544,141920,147624,14543,6761,7782,1836,703,1133,12707,6058,6649,9264,4377,4887,1794,710,1084,143,74,69,53,31,22,8,4,4,96,60,36,4,3,1,31,23,8,361,282,79
C3311,16,000,State - TRIPURA,Total,Age not stated,1616,867,749,55,32,23,19,11,8,36,21,15,3,2,1,1,1,0,1,1,0,2,0,2,0,0,0,11,5,6,1,0,1,0,0,0,13,9,4
C3311,16,000,State - TRIPURA,Rural,All ages,2712464,1387173,1325291,751079,388904,362175,72890,36532,36358,678189,352372,325817,47905,19344,28561,228542,116663,111879,183233,95243,87990,124165,65303,58862,46414,26122,20292,34796,21822,12974,53,35,18,611,433,178,7719,5210,2509
C3311,16,000,State - TRIPURA,Rural,0-4,258020,131384,126636,15376,7960,7416,15376,7960,7416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Rural,5,54901,27966,26935,14751,7492,7259,14751,7492,7259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Rural,6,52388,27050,25338,26971,14034,12937,26971,14034,12937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Rural,7,52331,26766,25565,44862,23011,21851,3692,1893,1799,41170,21118,20052,344,178,166,40667,20850,19817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Rural,8,53871,27492,26379,49879,25514,24365,1319,651,668,48560,24863,23697,273,149,124,48208,24662,23546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Rural,9,52939,26775,26164,49865,25278,24587,770,370,400,49095,24908,24187,209,97,112,46035,23391,22644,2790,1387,1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Rural,10,59237,30415,28822,55057,28402,26655,615,302,313,54442,28100,26342,267,152,115,42226,21853,20373,11897,6065,5832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Rural,11,55018,28076,26942,51707,26497,25210,391,199,192,51316,26298,25018,273,137,136,20931,10840,10091,30055,15285,14770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Rural,12,59293,30412,28881,54852,28310,26542,350,161,189,54502,28149,26353,264,119,145,9769,5164,4605,42068,21640,20428,2334,1191,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Rural,13,54998,28164,26834,50452,25959,24493,266,132,134,50186,25827,24359,278,135,143,4390,2276,2114,37411,19362,18049,8049,4019,4030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Rural,14,54448,27837,26611,47854,24651,23203,250,127,123,47604,24524,23080,302,129,173,2460,1323,1137,23817,12420,11397,20978,10633,10345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Rural,15,55643,28476,27167,44928,23251,21677,221,110,111,44707,23141,21566,323,148,175,1588,851,737,13101,7090,6011,26010,13223,12787,3634,1799,1835,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Rural,16,55345,28666,26679,41005,21514,19491,203,107,96,40802,21407,19395,397,156,241,1073,577,496,7512,4079,3433,23244,12177,11067,8523,4392,4131,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Rural,17,51403,27424,23979,32626,17997,14629,180,89,91,32446,17908,14538,350,135,215,762,402,360,4109,2301,1808,15277,8318,6959,11902,6725,5177,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Rural,18,59769,29626,30143,28188,15853,12335,183,70,113,28005,15783,12222,482,178,304,813,419,394,2806,1550,1256,10665,5941,4724,7373,4283,3090,5770,3354,2416,2,2,0,37,24,13,0,0,0
C3311,16,000,State - TRIPURA,Rural,19,52728,25185,27543,21227,12038,9189,146,55,91,21081,11983,9098,455,151,304,708,358,350,1847,979,868,6294,3491,2803,5078,2961,2117,6591,3979,2612,8,4,4,56,37,19,0,0,0
C3311,16,000,State - TRIPURA,Rural,20-24,280876,138466,142410,57838,33586,24252,671,264,407,57167,33322,23845,2997,930,2067,2874,1391,1483,5290,2821,2469,11002,6157,4845,9825,5912,3913,20441,13150,7291,26,18,8,335,250,85,4084,2577,1507
C3311,16,000,State - TRIPURA,Rural,25-29,252860,129389,123471,9161,4379,4782,696,250,446,8465,4129,4336,4147,1474,2673,433,154,279,78,33,45,61,26,35,19,14,5,1475,964,511,7,3,4,74,58,16,1890,1283,607
C3311,16,000,State - TRIPURA,Rural,30-34,204868,107731,97137,6609,2734,3875,618,245,373,5991,2489,3502,4053,1422,2631,500,180,320,63,37,26,60,27,33,12,8,4,262,186,76,3,3,0,31,22,9,675,490,185
C3311,16,000,State - TRIPURA,Rural,35-59,684730,357962,326768,35597,14550,21047,3653,1414,2239,31944,13136,18808,24343,9650,14693,3671,1354,2317,281,128,153,151,76,75,44,26,18,214,159,55,5,4,1,59,31,28,979,785,194
C3311,16,000,State - TRIPURA,Rural,60+,205763,101343,104420,12245,5875,6370,1559,600,959,10686,5275,5411,8145,4002,4143,1434,618,816,107,65,42,39,24,15,4,2,2,37,26,11,2,1,1,19,11,8,83,70,13
C3311,16,000,State - TRIPURA,Rural,Age not stated,1035,568,467,29,19,10,9,7,2,20,12,8,3,2,1,0,0,0,1,1,0,1,0,1,0,0,0,6,4,2,0,0,0,0,0,0,8,5,3
C3311,16,000,State - TRIPURA,Urban,All ages,961453,487203,474250,225429,115498,109931,19879,10128,9751,205550,105370,100180,5986,2188,3798,58127,29734,28393,48820,24755,24065,38432,19395,19037,19416,10163,9253,23889,13093,10796,88,58,30,1212,790,422,8744,4872,3872
C3311,16,000,State - TRIPURA,Urban,0-4,64546,33121,31425,5504,2810,2694,5504,2810,2694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Urban,5,14319,7292,7027,4525,2319,2206,4525,2319,2206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Urban,6,13840,7195,6645,7213,3740,3473,7213,3740,3473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Urban,7,14099,7152,6947,12760,6471,6289,672,342,330,12088,6129,5959,111,61,50,11910,6039,5871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Urban,8,14578,7476,7102,14011,7181,6830,138,72,66,13873,7109,6764,78,42,36,13790,7064,6726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Urban,9,14469,7377,7092,13952,7115,6837,80,47,33,13872,7068,6804,85,46,39,13198,6745,6453,580,273,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Urban,10,15209,7829,7380,14526,7450,7076,89,54,35,14437,7396,7041,80,48,32,10813,5619,5194,3532,1725,1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Urban,11,15136,7754,7382,14503,7430,7073,75,43,32,14428,7387,7041,87,46,41,3928,2125,1803,10396,5205,5191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Urban,12,14941,7633,7308,14163,7226,6937,50,34,16,14113,7192,6921,70,38,32,1244,680,564,12251,6212,6039,530,255,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Urban,13,14376,7211,7165,13537,6768,6769,41,29,12,13496,6739,6757,68,36,32,539,302,237,10121,5043,5078,2754,1351,1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Urban,14,15034,7670,7364,13705,6958,6747,56,31,25,13649,6927,6722,88,50,38,293,148,145,5129,2695,2434,8131,4030,4101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Urban,15,15377,7822,7555,13294,6713,6581,47,24,23,13247,6689,6558,80,33,47,198,103,95,2439,1331,1108,9024,4484,4540,1491,733,758,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Urban,16,16189,8235,7954,13133,6635,6498,42,20,22,13091,6615,6476,73,36,37,151,81,70,1427,747,680,7246,3621,3625,4181,2123,2058,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Urban,17,16059,8192,7867,11653,6018,5635,40,20,20,11613,5998,5615,73,39,34,131,82,49,831,447,384,4041,2062,1979,6521,3362,3159,0,0,0,0,0,0,0,0,0,0,0,0
C3311,16,000,State - TRIPURA,Urban,18,17766,8938,8828,10570,5652,4918,53,32,21,10517,5620,4897,74,40,34,136,72,64,564,291,273,2500,1346,1154,3075,1623,1452,4047,2174,1873,10,5,5,94,62,32,0,0,0
C3311,16,000,State - TRIPURA,Urban,19,17550,8572,8978,9379,4984,4395,43,27,16,9336,4957,4379,81,39,42,150,79,71,362,167,195,1644,873,771,1711,949,762,5185,2732,2453,12,5,7,171,102,69,0,0,0
C3311,16,000,State - TRIPURA,Urban,20-24,92301,45313,46988,25884,14119,11765,168,85,83,25716,14034,11682,381,185,196,549,293,256,1085,583,502,2474,1320,1154,2410,1357,1053,13382,7407,5975,51,37,14,712,444,268,4580,2362,2218
C3311,16,000,State - TRIPURA,Urban,25-29,91289,45670,45619,3333,1823,1510,91,45,46,3242,1778,1464,304,94,210,61,21,40,10,5,5,23,14,9,4,1,3,899,541,358,3,1,2,127,85,42,1749,992,757
C3311,16,000,State - TRIPURA,Urban,30-34,82121,41500,40621,1306,636,670,87,34,53,1219,602,617,321,91,230,66,9,57,8,1,7,10,8,2,3,1,2,176,123,53,5,4,1,36,29,7,563,327,236
C3311,16,000,State - TRIPURA,Urban,35-59,317892,164375,153517,6154,2551,3603,578,213,365,5576,2338,3238,2813,889,1924,609,179,430,49,21,28,40,24,16,16,12,4,136,81,55,4,4,0,60,56,4,1569,975,594
C3311,16,000,State - TRIPURA,Urban,60+,83781,40577,43204,2298,886,1412,277,103,174,2021,783,1238,1119,375,744,360,92,268,36,9,27,14,7,7,4,2,2,59,34,25,2,2,0,12,12,0,278,212,66
C3311,16,000,State - TRIPURA,Urban,Age not stated,581,299,282,26,13,13,10,4,6,16,9,7,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,5,1,4,1,0,1,0,0,0,5,4,1
C3311,17,000,State - MEGHALAYA,Total,All ages,2966889,1491832,1475057,938637,466548,472089,147959,75185,72774,790678,391363,399315,6114,3285,2829,320574,163980,156594,196169,94805,101364,125311,59554,65757,62637,30403,32234,54746,26845,27901,79,49,30,1181,699,482,21199,10362,10837
C3311,17,000,State - MEGHALAYA,Total,0-4,406154,205846,200308,30666,15376,15290,30666,15376,15290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,17,000,State - MEGHALAYA,Total,5,81201,41342,39859,31056,15586,15470,31056,15586,15470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,17,000,State - MEGHALAYA,Total,6,81181,41458,39723,40020,20244,19776,40020,20244,19776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,17,000,State - MEGHALAYA,Total,7,77705,39338,38367,53154,26501,26653,12395,6358,6037,40759,20143,20616,476,243,233,39944,19735,20209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,17,000,State - MEGHALAYA,Total,8,76293,38410,37883,59332,29429,29903,7299,3766,3533,52033,25663,26370,437,234,203,51305,25281,26024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,17,000,State - MEGHALAYA,Total,9,72802,37037,35765,59236,29781,29455,4996,2690,2306,54240,27091,27149,422,229,193,47728,23969,23759,5861,2782,3079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,17,000,State - MEGHALAYA,Total,10,84369,42976,41393,69757,34976,34781,4489,2415,2074,65268,32561,32707,434,208,226,50389,25457,24932,14213,6779,7434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,17,000,State - MEGHALAYA,Total,11,76711,39148,37563,65582,32939,32643,2813,1501,1312,62769,31438,31331,441,234,207,37498,19507,17991,24650,11613,13037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,17,000,State - MEGHALAYA,Total,12,77594,39303,38291,66604,33049,33555,2080,1133,947,64524,31916,32608,438,224,214,29653,15567,14086,29881,14031,15850,4386,1997,2389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,17,000,State - MEGHALAYA,Total,13,72085,36051,36034,61285,29787,31498,1442,757,685,59843,29030,30813,346,174,172,20120,10591,9529,29467,13812,15655,9769,4374,5395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,17,000,State - MEGHALAYA,Total,14,71847,35995,35852,58673,28322,30351,1058,552,506,57615,27770,29845,410,229,181,12999,6985,6014,25685,12180,13505,18391,8305,10086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,17,000,State - MEGHALAYA,Total,15,70691,35883,34808,54244,26268,27976,855,433,422,53389,25835,27554,341,194,147,8397,4601,3796,19894,9670,10224,19491,9012,10479,5154,2302,2852,0,0,0,0,0,0,0,0,0,0,0,0
C3311,17,000,State - MEGHALAYA,Total,16,69215,35098,34117,50469,24318,26151,702,369,333,49767,23949,25818,301,169,132,5405,3037,2368,14753,7291,7462,19580,9018,10562,9612,4369,5243,0,0,0,0,0,0,0,0,0,0,0,0
C3311,17,000,State - MEGHALAYA,Total,17,62310,31749,30561,41782,20275,21507,571,292,279,41211,19983,21228,236,111,125,3559,1991,1568,9434,4836,4598,14601,6755,7846,13309,6254,7055,0,0,0,0,0,0,0,0,0,0,0,0
C3311,17,000,State - MEGHALAYA,Total,18,67173,33933,33240,39418,19601,19817,502,245,257,38916,19356,19560,241,142,99,3021,1662,1359,6985,3658,3327,12369,6149,6220,9974,4810,5164,6175,2846,3329,4,4,0,71,46,25,0,0,0
C3311,17,000,State - MEGHALAYA,Total,19,56799,28053,28746,29660,14901,14759,398,197,201,29262,14704,14558,179,103,76,2295,1288,1007,4248,2291,1957,7656,3898,3758,6941,3449,3492,7747,3570,4177,6,2,4,109,61,48,0,0,0
C3311,17,000,State - MEGHALAYA,Total,20-24,285012,139140,145872,97576,49149,48427,1416,685,731,96160,48464,47696,665,364,301,7422,3888,3534,10631,5640,4991,18627,9789,8838,17308,9017,8291,30841,14925,15916,37,25,12,600,328,272,9731,4335,5396
C3311,17,000,State - MEGHALAYA,Total,25-29,251281,124676,126605,13667,7001,6666,962,521,441,12705,6480,6225,176,81,95,170,80,90,103,37,66,113,54,59,119,59,60,5892,3138,2754,14,4,10,194,113,81,5855,2876,2979
C3311,17,000,State - MEGHALAYA,Total,30-34,189657,95786,93871,5129,2708,2421,719,345,374,4410,2363,2047,111,61,50,101,45,56,72,35,37,81,52,29,58,33,25,1703,942,761,7,7,0,64,37,27,2185,1136,1049
C3311,17,000,State - MEGHALAYA,Total,35-59,592123,300342,291781,9396,5277,4119,2629,1290,1339,6767,3987,2780,370,228,142,459,239,220,239,122,117,216,133,83,139,93,46,2071,1236,835,8,4,4,135,110,25,3042,1769,1273
C3311,17,000,State - MEGHALAYA,Total,60+,138902,66939,71963,1711,942,769,775,375,400,936,567,369,85,54,31,105,54,51,51,28,23,31,18,13,22,16,6,260,154,106,3,3,0,8,4,4,353,226,127
C3311,17,000,State - MEGHALAYA,Total,Age not stated,5784,3329,2455,220,118,102,116,55,61,104,63,41,5,3,2,4,3,1,2,0,2,0,0,0,1,1,0,57,34,23,0,0,0,0,0,0,33,20,13
C3311,17,000,State - MEGHALAYA,Rural,All ages,2371439,1194260,1177179,714670,355382,359288,119516,60547,58969,595154,294835,300319,5272,2866,2406,270997,138371,132626,153748,74015,79733,87527,41425,46102,38447,18464,19983,28089,13989,14100,27,22,5,313,181,132,8348,4266,4082
C3311,17,000,State - MEGHALAYA,Rural,0-4,351463,177831,173632,22997,11470,11527,22997,11470,11527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,17,000,State - MEGHALAYA,Rural,5,69598,35409,34189,23675,11842,11833,23675,11842,11833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,17,000,State - MEGHALAYA,Rural,6,69531,35511,34020,31530,15903,15627,31530,15903,15627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,17,000,State - MEGHALAYA,Rural,7,66250,33508,32742,42814,21254,21560,10627,5417,5210,32187,15837,16350,423,218,205,31487,15480,16007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,17,000,State - MEGHALAYA,Rural,8,64976,32724,32252,48640,24073,24567,6761,3478,3283,41879,20595,21284,399,217,182,41211,20243,20968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,17,000,State - MEGHALAYA,Rural,9,61403,31195,30208,48449,24278,24171,4597,2467,2130,43852,21811,22041,363,192,171,38619,19299,19320,4659,2219,2440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,17,000,State - MEGHALAYA,Rural,10,70949,36145,34804,57006,28474,28532,4171,2241,1930,52835,26233,26602,400,192,208,41868,21039,20829,10344,4890,5454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,17,000,State - MEGHALAYA,Rural,11,63542,32440,31102,52932,26498,26434,2618,1400,1218,50314,25098,25216,400,218,182,32758,16905,15853,16983,7895,9088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,17,000,State - MEGHALAYA,Rural,12,64241,32635,31606,53927,26727,27200,1949,1057,892,51978,25670,26308,388,199,189,26753,13962,12791,21561,10006,11555,3121,1412,1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,17,000,State - MEGHALAYA,Rural,13,58806,29415,29391,48748,23563,25185,1335,706,629,47413,22857,24556,314,159,155,18249,9589,8660,22246,10243,12003,6470,2790,3680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,17,000,State - MEGHALAYA,Rural,14,57822,29149,28673,45690,22041,23649,925,481,444,44765,21560,23205,348,199,149,11830,6382,5448,20824,9787,11037,11645,5129,6516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,17,000,State - MEGHALAYA,Rural,15,56408,29040,27368,41429,20209,21220,752,385,367,40677,19824,20853,292,166,126,7777,4280,3497,16655,8107,8548,12559,5784,6775,3290,1435,1855,0,0,0,0,0,0,0,0,0,0,0,0
C3311,17,000,State - MEGHALAYA,Rural,16,54240,27816,26424,37377,18047,19330,601,310,291,36776,17737,19039,262,148,114,4953,2784,2169,12588,6202,6386,13161,5965,7196,5706,2578,3128,0,0,0,0,0,0,0,0,0,0,0,0
C3311,17,000,State - MEGHALAYA,Rural,17,48330,24934,23396,30059,14740,15319,493,244,249,29566,14496,15070,196,92,104,3226,1819,1407,8193,4223,3970,10505,4882,5623,7381,3448,3933,0,0,0,0,0,0,0,0,0,0,0,0
C3311,17,000,State - MEGHALAYA,Rural,18,51943,26273,25670,27698,13863,13835,433,209,224,27265,13654,13611,192,110,82,2729,1495,1234,6202,3257,2945,9221,4570,4651,5653,2696,2957,3183,1478,1705,1,1,0,18,14,4,0,0,0
C3311,17,000,State - MEGHALAYA,Rural,19,43211,21075,22136,20034,10154,9880,319,150,169,19715,10004,9711,149,88,61,2071,1164,907,3730,2011,1719,5831,2964,2867,4221,2042,2179,3618,1685,1933,1,0,1,29,16,13,0,0,0
C3311,17,000,State - MEGHALAYA,Rural,20-24,217643,105372,112271,63748,32539,31209,1167,544,623,62581,31995,30586,495,290,205,6685,3540,3145,9356,4982,4374,14658,7730,6928,11948,6114,5834,15358,7454,7904,16,13,3,148,75,73,3681,1673,2008
C3311,17,000,State - MEGHALAYA,Rural,25-29,191850,94964,96886,7312,3850,3462,818,431,387,6494,3419,3075,132,61,71,152,71,81,87,30,57,94,42,52,74,38,36,3465,1896,1569,2,1,1,55,29,26,2376,1220,1156
