,State,Gender,Education,Year,Population
398,Himachal Pradesh,Female,Below Primary,2006,233785.0
399,Himachal Pradesh,Female,Below Primary,2007,225927.0
400,Himachal Pradesh,Female,Below Primary,2008,218069.0
401,Himachal Pradesh,Female,Below Primary,2009,210211.0
402,Himachal Pradesh,Female,Below Primary,2010,202353.0
403,Himachal Pradesh,Female,Below Primary,2012,186628.0
404,Himachal Pradesh,Female,Below Primary,2013,178770.0
405,Himachal Pradesh,Female,Below Primary,2014,170912.0
406,Himachal Pradesh,Female,Graduate & Above,2001,12343.0
407,Himachal Pradesh,Female,Graduate & Above,2011,35183.0
408,Himachal Pradesh,Female,Graduate & Above,2002,14627.0
409,Himachal Pradesh,Female,Graduate & Above,2003,16911.0
410,Himachal Pradesh,Female,Graduate & Above,2004,19195.0
411,Himachal Pradesh,Female,Graduate & Above,2005,21479.0
412,Himachal Pradesh,Female,Graduate & Above,2006,23763.0
413,Himachal Pradesh,Female,Graduate & Above,2007,26047.0
414,Himachal Pradesh,Female,Graduate & Above,2008,28331.0
415,Himachal Pradesh,Female,Graduate & Above,2009,30615.0
416,Himachal Pradesh,Female,Graduate & Above,2010,32899.0
417,Himachal Pradesh,Female,Graduate & Above,2012,37467.0
418,Himachal Pradesh,Female,Graduate & Above,2013,39751.0
419,Himachal Pradesh,Female,Graduate & Above,2014,42035.0
420,Himachal Pradesh,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2001,47824.0
421,Himachal Pradesh,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2011,90877.0
422,Himachal Pradesh,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2002,52130.0
423,Himachal Pradesh,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2003,56436.0
424,Himachal Pradesh,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2004,60742.0
425,Himachal Pradesh,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2005,65048.0
426,Himachal Pradesh,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2006,69354.0
427,Himachal Pradesh,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2007,73660.0
428,Himachal Pradesh,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2008,77966.0
429,Himachal Pradesh,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2009,82272.0
430,Himachal Pradesh,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2010,86578.0
431,Himachal Pradesh,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2012,95183.0
432,Himachal Pradesh,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2013,99489.0
433,Himachal Pradesh,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2014,103795.0
434,Himachal Pradesh,Female,Literate Without Educational Level,2001,1769.0
435,Himachal Pradesh,Female,Literate Without Educational Level,2011,5687.0
436,Himachal Pradesh,Female,Literate Without Educational Level,2002,2161.0
437,Himachal Pradesh,Female,Literate Without Educational Level,2003,2553.0
438,Himachal Pradesh,Female,Literate Without Educational Level,2004,2945.0
439,Himachal Pradesh,Female,Literate Without Educational Level,2005,3337.0
440,Himachal Pradesh,Female,Literate Without Educational Level,2006,3729.0
441,Himachal Pradesh,Female,Literate Without Educational Level,2007,4121.0
442,Himachal Pradesh,Female,Literate Without Educational Level,2008,4513.0
443,Himachal Pradesh,Female,Literate Without Educational Level,2009,4905.0
444,Himachal Pradesh,Female,Literate Without Educational Level,2010,5297.0
445,Himachal Pradesh,Female,Literate Without Educational Level,2012,6079.0
446,Himachal Pradesh,Female,Literate Without Educational Level,2013,6471.0
447,Himachal Pradesh,Female,Literate Without Educational Level,2014,6863.0
448,Himachal Pradesh,Female,Matric/Secondary,2001,78308.0
449,Himachal Pradesh,Female,Matric/Secondary,2011,117678.0
450,Himachal Pradesh,Female,Matric/Secondary,2002,82245.0
451,Himachal Pradesh,Female,Matric/Secondary,2003,86182.0
452,Himachal Pradesh,Female,Matric/Secondary,2004,90119.0
453,Himachal Pradesh,Female,Matric/Secondary,2005,94056.0
454,Himachal Pradesh,Female,Matric/Secondary,2006,97993.0
455,Himachal Pradesh,Female,Matric/Secondary,2007,101930.0
456,Himachal Pradesh,Female,Matric/Secondary,2008,105867.0
457,Himachal Pradesh,Female,Matric/Secondary,2009,109804.0
458,Himachal Pradesh,Female,Matric/Secondary,2010,113741.0
459,Himachal Pradesh,Female,Matric/Secondary,2012,121615.0
460,Himachal Pradesh,Female,Matric/Secondary,2013,125552.0
461,Himachal Pradesh,Female,Matric/Secondary,2014,129489.0
462,Himachal Pradesh,Female,Middle,2001,118315.0
463,Himachal Pradesh,Female,Middle,2011,135157.0
464,Himachal Pradesh,Female,Middle,2002,120000.0
465,Himachal Pradesh,Female,Middle,2003,121685.0
466,Himachal Pradesh,Female,Middle,2004,123370.0
467,Himachal Pradesh,Female,Middle,2005,125055.0
468,Himachal Pradesh,Female,Middle,2006,126740.0
469,Himachal Pradesh,Female,Middle,2007,128425.0
470,Himachal Pradesh,Female,Middle,2008,130110.0
471,Himachal Pradesh,Female,Middle,2009,131795.0
472,Himachal Pradesh,Female,Middle,2010,133480.0
473,Himachal Pradesh,Female,Middle,2012,136842.0
474,Himachal Pradesh,Female,Middle,2013,138527.0
475,Himachal Pradesh,Female,Middle,2014,140212.0
476,Himachal Pradesh,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2001,156.0
477,Himachal Pradesh,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2011,283.0
478,Himachal Pradesh,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2002,169.0
479,Himachal Pradesh,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2003,182.0
480,Himachal Pradesh,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2004,195.0
481,Himachal Pradesh,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2005,208.0
482,Himachal Pradesh,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2006,221.0
483,Himachal Pradesh,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2007,234.0
484,Himachal Pradesh,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2008,247.0
485,Himachal Pradesh,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2009,260.0
486,Himachal Pradesh,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2010,273.0
487,Himachal Pradesh,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2012,296.0
488,Himachal Pradesh,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2013,309.0
489,Himachal Pradesh,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2014,322.0
490,Himachal Pradesh,Female,Primary,2001,203446.0
491,Himachal Pradesh,Female,Primary,2011,193520.0
492,Himachal Pradesh,Female,Primary,2002,202454.0
493,Himachal Pradesh,Female,Primary,2003,201462.0
494,Himachal Pradesh,Female,Primary,2004,200470.0
495,Himachal Pradesh,Female,Primary,2005,199478.0
496,Himachal Pradesh,Female,Primary,2006,198486.0
497,Himachal Pradesh,Female,Primary,2007,197494.0
498,Himachal Pradesh,Female,Primary,2008,196502.0
499,Himachal Pradesh,Female,Primary,2009,195510.0
500,Himachal Pradesh,Female,Primary,2010,194518.0
501,Himachal Pradesh,Female,Primary,2012,192528.0
502,Himachal Pradesh,Female,Primary,2013,191536.0
503,Himachal Pradesh,Female,Primary,2014,190544.0
504,Himachal Pradesh,Female,Technical Diploma Or Certificate Not Equal To Degree,2001,657.0
505,Himachal Pradesh,Female,Technical Diploma Or Certificate Not Equal To Degree,2011,4696.0
506,Himachal Pradesh,Female,Technical Diploma Or Certificate Not Equal To Degree,2002,1061.0
507,Himachal Pradesh,Female,Technical Diploma Or Certificate Not Equal To Degree,2003,1465.0
508,Himachal Pradesh,Female,Technical Diploma Or Certificate Not Equal To Degree,2004,1869.0
509,Himachal Pradesh,Female,Technical Diploma Or Certificate Not Equal To Degree,2005,2273.0
510,Himachal Pradesh,Female,Technical Diploma Or Certificate Not Equal To Degree,2006,2677.0
511,Himachal Pradesh,Female,Technical Diploma Or Certificate Not Equal To Degree,2007,3081.0
512,Himachal Pradesh,Female,Technical Diploma Or Certificate Not Equal To Degree,2008,3485.0
513,Himachal Pradesh,Female,Technical Diploma Or Certificate Not Equal To Degree,2009,3889.0
514,Himachal Pradesh,Female,Technical Diploma Or Certificate Not Equal To Degree,2010,4293.0
515,Himachal Pradesh,Female,Technical Diploma Or Certificate Not Equal To Degree,2012,5100.0
516,Himachal Pradesh,Female,Technical Diploma Or Certificate Not Equal To Degree,2013,5504.0
517,Himachal Pradesh,Female,Technical Diploma Or Certificate Not Equal To Degree,2014,5908.0
518,Himachal Pradesh,Female,Unclassified,2001,79.0
519,Himachal Pradesh,Female,Unclassified,2011,1254.0
520,Himachal Pradesh,Female,Unclassified,2002,197.0
521,Himachal Pradesh,Female,Unclassified,2003,315.0
522,Himachal Pradesh,Female,Unclassified,2004,433.0
523,Himachal Pradesh,Female,Unclassified,2005,551.0
524,Himachal Pradesh,Female,Unclassified,2006,669.0
525,Himachal Pradesh,Female,Unclassified,2007,787.0
526,Himachal Pradesh,Female,Unclassified,2008,905.0
527,Himachal Pradesh,Female,Unclassified,2009,1023.0
528,Himachal Pradesh,Female,Unclassified,2010,1141.0
529,Himachal Pradesh,Female,Unclassified,2012,1372.0
530,Himachal Pradesh,Female,Unclassified,2013,1490.0
531,Himachal Pradesh,Female,Unclassified,2014,1608.0
532,Himachal Pradesh,Female,Illiterate,2001,60293.0
533,Himachal Pradesh,Female,Illiterate,2011,76558.0
534,Himachal Pradesh,Female,Illiterate,2002,61920.0
535,Himachal Pradesh,Female,Illiterate,2003,63547.0
536,Himachal Pradesh,Female,Illiterate,2004,65174.0
537,Himachal Pradesh,Female,Illiterate,2005,66801.0
538,Himachal Pradesh,Female,Illiterate,2006,68428.0
539,Himachal Pradesh,Female,Illiterate,2007,70055.0
540,Himachal Pradesh,Female,Illiterate,2008,71682.0
541,Himachal Pradesh,Female,Illiterate,2009,73309.0
542,Himachal Pradesh,Female,Illiterate,2010,74936.0
543,Himachal Pradesh,Female,Illiterate,2012,78185.0
544,Himachal Pradesh,Female,Illiterate,2013,79812.0
545,Himachal Pradesh,Female,Illiterate,2014,81439.0
546,Himachal Pradesh,Female,Literate,2001,735972.0
547,Himachal Pradesh,Female,Literate,2011,778821.0
548,Himachal Pradesh,Female,Literate,2002,740257.0
549,Himachal Pradesh,Female,Literate,2003,744542.0
550,Himachal Pradesh,Female,Literate,2004,748827.0
551,Himachal Pradesh,Female,Literate,2005,753112.0
552,Himachal Pradesh,Female,Literate,2006,757397.0
553,Himachal Pradesh,Female,Literate,2007,761682.0
554,Himachal Pradesh,Female,Literate,2008,765967.0
555,Himachal Pradesh,Female,Literate,2009,770252.0
556,Himachal Pradesh,Female,Literate,2010,774537.0
557,Himachal Pradesh,Female,Literate,2012,783106.0
558,Himachal Pradesh,Female,Literate,2013,787391.0
559,Himachal Pradesh,Female,Literate,2014,791676.0
560,Himachal Pradesh,Female,Population Attending Educational Institutions,2001,796265.0
561,Himachal Pradesh,Female,Population Attending Educational Institutions,2011,855379.0
562,Himachal Pradesh,Female,Population Attending Educational Institutions,2002,802177.0
563,Himachal Pradesh,Female,Population Attending Educational Institutions,2003,808089.0
564,Himachal Pradesh,Female,Population Attending Educational Institutions,2004,814001.0
565,Himachal Pradesh,Female,Population Attending Educational Institutions,2005,819913.0
566,Himachal Pradesh,Female,Population Attending Educational Institutions,2006,825825.0
567,Himachal Pradesh,Female,Population Attending Educational Institutions,2007,831737.0
568,Himachal Pradesh,Female,Population Attending Educational Institutions,2008,837649.0
569,Himachal Pradesh,Female,Population Attending Educational Institutions,2009,843561.0
570,Himachal Pradesh,Female,Population Attending Educational Institutions,2010,849473.0
571,Himachal Pradesh,Female,Population Attending Educational Institutions,2012,861291.0
572,Himachal Pradesh,Female,Population Attending Educational Institutions,2013,867203.0
573,Himachal Pradesh,Female,Population Attending Educational Institutions,2014,873115.0
574,Himachal Pradesh,Female,Total Population,2001,2989960.0
575,Himachal Pradesh,Female,Total Population,2011,3382729.0
576,Himachal Pradesh,Female,Total Population,2002,3029237.0
577,Himachal Pradesh,Female,Total Population,2003,3068514.0
578,Himachal Pradesh,Female,Total Population,2004,3107791.0
579,Himachal Pradesh,Female,Total Population,2005,3147068.0
580,Himachal Pradesh,Female,Total Population,2006,3186345.0
581,Himachal Pradesh,Female,Total Population,2007,3225622.0
582,Himachal Pradesh,Female,Total Population,2008,3264899.0
583,Himachal Pradesh,Female,Total Population,2009,3304176.0
584,Himachal Pradesh,Female,Total Population,2010,3343453.0
585,Himachal Pradesh,Female,Total Population,2012,3422006.0
586,Himachal Pradesh,Female,Total Population,2013,3461283.0
587,Himachal Pradesh,Female,Total Population,2014,3500560.0
588,Himachal Pradesh,Male,Below Primary,2001,299096.0
589,Himachal Pradesh,Male,Below Primary,2011,221780.0
590,Himachal Pradesh,Male,Below Primary,2002,291365.0
591,Himachal Pradesh,Male,Below Primary,2003,283634.0
592,Himachal Pradesh,Male,Below Primary,2004,275903.0
593,Himachal Pradesh,Male,Below Primary,2005,268172.0
594,Himachal Pradesh,Male,Below Primary,2006,260441.0
595,Himachal Pradesh,Male,Below Primary,2007,252710.0
596,Himachal Pradesh,Male,Below Primary,2008,244979.0
597,Himachal Pradesh,Male,Below Primary,2009,237248.0
598,Himachal Pradesh,Male,Below Primary,2010,229517.0
599,Himachal Pradesh,Male,Below Primary,2012,214049.0
600,Himachal Pradesh,Male,Below Primary,2013,206318.0
601,Himachal Pradesh,Male,Below Primary,2014,198587.0
602,Himachal Pradesh,Male,Graduate & Above,2001,18815.0
603,Himachal Pradesh,Male,Graduate & Above,2011,33559.0
604,Himachal Pradesh,Male,Graduate & Above,2002,20290.0
605,Himachal Pradesh,Male,Graduate & Above,2003,21765.0
606,Himachal Pradesh,Male,Graduate & Above,2004,23240.0
607,Himachal Pradesh,Male,Graduate & Above,2005,24715.0
608,Himachal Pradesh,Male,Graduate & Above,2006,26190.0
609,Himachal Pradesh,Male,Graduate & Above,2007,27665.0
610,Himachal Pradesh,Male,Graduate & Above,2008,29140.0
611,Himachal Pradesh,Male,Graduate & Above,2009,30615.0
612,Himachal Pradesh,Male,Graduate & Above,2010,32090.0
613,Himachal Pradesh,Male,Graduate & Above,2012,35034.0
614,Himachal Pradesh,Male,Graduate & Above,2013,36509.0
615,Himachal Pradesh,Male,Graduate & Above,2014,37984.0
616,Himachal Pradesh,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2001,62139.0
617,Himachal Pradesh,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2011,98028.0
618,Himachal Pradesh,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2002,65728.0
619,Himachal Pradesh,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2003,69317.0
620,Himachal Pradesh,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2004,72906.0
621,Himachal Pradesh,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2005,76495.0
622,Himachal Pradesh,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2006,80084.0
623,Himachal Pradesh,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2007,83673.0
624,Himachal Pradesh,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2008,87262.0
625,Himachal Pradesh,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2009,90851.0
626,Himachal Pradesh,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2010,94440.0
627,Himachal Pradesh,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2012,101617.0
628,Himachal Pradesh,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2013,105206.0
629,Himachal Pradesh,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2014,108795.0
630,Himachal Pradesh,Male,Literate Without Educational Level,2001,1874.0
631,Himachal Pradesh,Male,Literate Without Educational Level,2011,6443.0
632,Himachal Pradesh,Male,Literate Without Educational Level,2002,2331.0
633,Himachal Pradesh,Male,Literate Without Educational Level,2003,2788.0
634,Himachal Pradesh,Male,Literate Without Educational Level,2004,3245.0
635,Himachal Pradesh,Male,Literate Without Educational Level,2005,3702.0
636,Himachal Pradesh,Male,Literate Without Educational Level,2006,4159.0
637,Himachal Pradesh,Male,Literate Without Educational Level,2007,4616.0
638,Himachal Pradesh,Male,Literate Without Educational Level,2008,5073.0
639,Himachal Pradesh,Male,Literate Without Educational Level,2009,5530.0
640,Himachal Pradesh,Male,Literate Without Educational Level,2010,5987.0
641,Himachal Pradesh,Male,Literate Without Educational Level,2012,6900.0
642,Himachal Pradesh,Male,Literate Without Educational Level,2013,7357.0
643,Himachal Pradesh,Male,Literate Without Educational Level,2014,7814.0
644,Himachal Pradesh,Male,Matric/Secondary,2001,99962.0
645,Himachal Pradesh,Male,Matric/Secondary,2011,136266.0
646,Himachal Pradesh,Male,Matric/Secondary,2002,103593.0
647,Himachal Pradesh,Male,Matric/Secondary,2003,107224.0
648,Himachal Pradesh,Male,Matric/Secondary,2004,110855.0
649,Himachal Pradesh,Male,Matric/Secondary,2005,114486.0
650,Himachal Pradesh,Male,Matric/Secondary,2006,118117.0
651,Himachal Pradesh,Male,Matric/Secondary,2007,121748.0
652,Himachal Pradesh,Male,Matric/Secondary,2008,125379.0
653,Himachal Pradesh,Male,Matric/Secondary,2009,129010.0
654,Himachal Pradesh,Male,Matric/Secondary,2010,132641.0
655,Himachal Pradesh,Male,Matric/Secondary,2012,139897.0
656,Himachal Pradesh,Male,Matric/Secondary,2013,143528.0
657,Himachal Pradesh,Male,Matric/Secondary,2014,147159.0
658,Himachal Pradesh,Male,Middle,2001,136693.0
659,Himachal Pradesh,Male,Middle,2011,152858.0
660,Himachal Pradesh,Male,Middle,2002,138310.0
661,Himachal Pradesh,Male,Middle,2003,139927.0
662,Himachal Pradesh,Male,Middle,2004,141544.0
663,Himachal Pradesh,Male,Middle,2005,143161.0
664,Himachal Pradesh,Male,Middle,2006,144778.0
665,Himachal Pradesh,Male,Middle,2007,146395.0
666,Himachal Pradesh,Male,Middle,2008,148012.0
667,Himachal Pradesh,Male,Middle,2009,149629.0
668,Himachal Pradesh,Male,Middle,2010,151246.0
669,Himachal Pradesh,Male,Middle,2012,154475.0
670,Himachal Pradesh,Male,Middle,2013,156092.0
671,Himachal Pradesh,Male,Middle,2014,157709.0
672,Himachal Pradesh,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2001,144.0
673,Himachal Pradesh,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2011,456.0
674,Himachal Pradesh,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2002,176.0
675,Himachal Pradesh,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2003,208.0
676,Himachal Pradesh,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2004,240.0
677,Himachal Pradesh,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2005,272.0
678,Himachal Pradesh,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2006,304.0
679,Himachal Pradesh,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2007,336.0
